type;time;latitude;longitude;altitude (m);sat;hdop;vdop;pdop;fix;name;desc;ageofdgpsdata;dgpsid;point_type
T;2017-09-26 16:44:51;47.417343372;15.884223219;791.3;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:44:52;47.417349308;15.884212365;791.4;10;0.8;0.71;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:44:53;47.417353431;15.884205989;791.6;10;0.8;0.70;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:44:54;47.417360086;15.884198106;791.7;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:44:55;47.417365896;15.884185900;791.7;10;0.8;0.71;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:44:56;47.417371298;15.884175892;791.9;11;0.8;0.71;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:44:57;47.417375555;15.884167805;791.9;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:44:58;47.417380934;15.884159269;791.9;12;0.7;0.68;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:44:59;47.417385923;15.884148123;792.0;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:45:00;47.417391709;15.884141259;792.1;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:45:01;47.417397616;15.884134181;792.2;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:45:02;47.417404569;15.884123353;792.4;12;0.7;0.68;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:45:03;47.417410881;15.884115902;792.5;10;0.8;0.70;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:45:04;47.417416117;15.884107959;792.6;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:05;47.417421395;15.884100292;792.6;10;0.8;0.70;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:45:06;47.417430354;15.884092252;792.7;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:07;47.417436854;15.884082659;792.8;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:08;47.417441053;15.884073878;792.8;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:09;47.417445077;15.884065617;792.9;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:10;47.417450459;15.884057448;793.0;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:11;47.417458273;15.884048629;793.0;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:12;47.417464145;15.884042575;793.0;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:13;47.417470913;15.884032522;793.1;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:14;47.417477016;15.884021168;793.2;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:15;47.417480907;15.884008607;793.4;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:16;47.417485531;15.883999443;793.5;12;0.7;0.68;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:45:17;47.417492711;15.883988884;793.7;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:18;47.417500363;15.883978309;793.8;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:19;47.417505237;15.883967138;794.0;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:20;47.417509171;15.883957513;794.0;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:21;47.417516309;15.883947544;794.1;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:45:22;47.417522549;15.883940674;794.2;9;0.9;0.73;1.15;dgps;;;0;0;SPEED
T;2017-09-26 16:45:23;47.417529971;15.883932404;794.3;10;0.8;0.72;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:24;47.417536874;15.883924452;794.3;9;0.9;0.73;1.15;dgps;;;0;0;SPEED
T;2017-09-26 16:45:25;47.417541097;15.883914586;794.5;10;0.8;0.72;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:26;47.417549303;15.883906296;794.6;12;0.7;0.68;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:45:27;47.417554361;15.883896357;794.7;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:45:28;47.417560312;15.883886777;794.7;12;0.7;0.68;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:45:29;47.417568080;15.883877596;794.8;12;0.7;0.68;0.98;dgps;;;0;0;SPEED
T;2017-09-26 16:45:30;47.417577303;15.883867520;794.9;10;0.8;0.72;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:31;47.417584232;15.883854821;795.0;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:45:32;47.417591782;15.883843295;795.1;10;0.8;0.70;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:33;47.417598075;15.883832008;795.2;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:45:34;47.417603964;15.883823446;795.4;8;1.0;0.73;1.27;dgps;;;0;0;SPEED
T;2017-09-26 16:45:35;47.417608855;15.883811824;795.7;10;0.8;0.72;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:36;47.417619332;15.883801630;795.9;11;0.8;0.70;1.05;dgps;;;0;0;SPEED
T;2017-09-26 16:45:37;47.417625580;15.883795694;795.9;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:45:39;47.417632991;15.883781408;796.4;11;0.8;0.70;1.05;dgps;;;0;0;SPEED
T;2017-09-26 16:45:40;47.417641665;15.883773448;796.4;9;0.9;0.72;1.15;dgps;;;0;0;SPEED
T;2017-09-26 16:45:41;47.417649575;15.883765495;796.4;9;1.0;0.71;1.20;dgps;;;0;0;SPEED
T;2017-09-26 16:45:42;47.417658263;15.883758421;796.5;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:45:43;47.417663469;15.883755045;796.4;10;0.8;0.70;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:45:44;47.417670146;15.883746711;796.4;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:45:45;47.417677339;15.883739259;796.4;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:45:46;47.417684333;15.883727217;796.6;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:45:47;47.417690839;15.883717645;796.7;10;0.8;0.70;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:48;47.417700242;15.883710195;796.7;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:45:49;47.417707944;15.883701917;796.8;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:45:50;47.417718943;15.883694357;796.9;10;0.8;0.70;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:45:51;47.417727748;15.883688051;796.8;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:45:52;47.417736295;15.883681950;796.9;10;0.8;0.70;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:53;47.417743881;15.883672025;796.8;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:45:54;47.417748349;15.883657051;797.3;11;0.7;0.68;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:45:55;47.417753659;15.883646331;797.7;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:45:56;47.417761762;15.883639587;797.7;10;0.8;0.70;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:57;47.417769094;15.883628184;797.9;10;0.8;0.70;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:45:58;47.417777656;15.883615662;798.0;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:45:59;47.417784776;15.883603781;798.1;10;0.8;0.70;1.08;dgps;;;0;0;SPEED
T;2017-09-26 16:46:00;47.417793458;15.883596528;798.0;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:46:01;47.417802253;15.883591554;798.0;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:02;47.417810034;15.883585333;797.9;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:46:03;47.417817621;15.883578459;798.2;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:04;47.417825904;15.883568333;798.3;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:05;47.417834003;15.883559523;798.4;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:06;47.417842145;15.883550991;798.5;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:07;47.417849066;15.883544247;798.6;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:46:08;47.417856419;15.883537804;798.7;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:46:09;47.417865489;15.883530779;798.7;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:10;47.417873135;15.883524073;798.9;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:11;47.417882606;15.883518390;798.8;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:12;47.417891322;15.883514197;799.0;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:13;47.417899186;15.883509055;799.1;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:14;47.417905525;15.883502873;799.3;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:15;47.417914570;15.883496283;799.3;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:16;47.417922387;15.883492301;799.4;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:17;47.417930347;15.883483783;799.8;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:18;47.417936992;15.883475879;800.1;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:21;47.417952543;15.883465599;800.1;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:22;47.417962558;15.883463497;800.0;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:23;47.417970276;15.883458572;799.7;10;0.8;0.98;1.28;dgps;;;0;0;SPEED
T;2017-09-26 16:46:24;47.417978462;15.883450951;799.4;11;0.7;0.70;1.00;dgps;;;0;0;SPEED
T;2017-09-26 16:46:25;47.417986338;15.883454302;799.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:26;47.417992608;15.883447676;799.6;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:46:27;47.418003077;15.883445442;799.6;10;0.8;0.73;1.09;dgps;;;0;0;SPEED
T;2017-09-26 16:46:28;47.418013644;15.883439304;800.0;11;0.7;0.99;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:46:29;47.418021247;15.883432951;800.2;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:30;47.418028435;15.883428381;800.4;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:31;47.418035875;15.883421182;800.4;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:32;47.418044404;15.883418153;800.4;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:33;47.418052894;15.883414134;800.9;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:46:34;47.418060432;15.883405436;801.2;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:37;47.418081135;15.883380468;802.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:38;47.418092269;15.883369644;803.0;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:39;47.418101907;15.883363432;803.2;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:40;47.418111344;15.883359952;803.4;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:42;47.418126326;15.883356777;803.6;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:46:43;47.418139797;15.883352848;803.7;11;0.8;0.97;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:46:44;47.418151645;15.883349297;804.1;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:45;47.418161696;15.883348791;804.2;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:46:46;47.418172710;15.883349487;804.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:47;47.418183054;15.883346319;804.7;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:48;47.418192180;15.883343962;805.0;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:49;47.418200148;15.883340199;805.3;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:50;47.418209033;15.883338483;805.4;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:51;47.418219577;15.883337053;805.2;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:52;47.418226877;15.883331856;805.2;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:53;47.418239422;15.883332821;805.0;11;0.8;0.97;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:46:54;47.418249489;15.883332734;805.2;11;0.8;0.97;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:46:55;47.418258632;15.883329930;805.3;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:56;47.418268456;15.883330465;805.3;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:57;47.418280170;15.883331154;805.4;11;0.7;0.99;1.22;dgps;;;0;0;SPEED
T;2017-09-26 16:46:58;47.418288141;15.883333476;805.5;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:46:59;47.418296830;15.883339885;805.4;11;0.8;0.97;1.22;dgps;;;0;0;SPEED
T;2017-09-26 16:47:00;47.418307586;15.883338982;805.5;11;0.7;0.99;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:47:01;47.418318956;15.883342776;805.3;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:02;47.418328456;15.883341403;805.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:03;47.418338569;15.883343764;805.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:04;47.418347123;15.883338615;805.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:05;47.418357869;15.883336864;805.7;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:06;47.418368302;15.883337719;805.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:07;47.418375536;15.883340003;805.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:08;47.418383850;15.883341025;805.3;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:09;47.418393038;15.883339501;805.4;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:10;47.418399098;15.883337854;805.3;11;0.8;0.93;1.19;dgps;;;0;0;SPEED
T;2017-09-26 16:47:11;47.418410001;15.883339265;805.4;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:12;47.418420007;15.883342121;805.4;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:13;47.418429260;15.883345972;805.5;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:14;47.418437608;15.883346793;805.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:15;47.418446229;15.883343332;805.7;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:16;47.418455421;15.883338735;805.8;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:17;47.418466006;15.883335628;805.9;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:18;47.418476893;15.883335360;806.2;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:20;47.418489845;15.883336148;806.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:21;47.418496523;15.883336570;806.7;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:22;47.418510747;15.883333737;807.0;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:47:23;47.418521459;15.883340792;807.5;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:24;47.418531738;15.883348887;807.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:25;47.418540850;15.883352631;807.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:26;47.418548510;15.883355353;807.7;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:27;47.418555189;15.883358257;807.7;11;0.7;0.93;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:47:28;47.418563909;15.883362907;807.7;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:29;47.418572820;15.883362995;807.8;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:30;47.418582018;15.883363689;808.0;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:31;47.418593983;15.883358782;808.2;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:32;47.418603810;15.883362825;808.2;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:33;47.418612150;15.883363599;808.3;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:47:34;47.418622802;15.883360581;808.3;11;0.7;0.93;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:47:35;47.418633507;15.883359335;808.3;11;0.7;0.98;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:47:36;47.418640962;15.883358001;808.4;11;0.8;0.96;1.25;dgps;;;0;0;SPEED
T;2017-09-26 16:47:37;47.418647593;15.883359306;808.4;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:38;47.418658548;15.883357558;808.5;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:39;47.418670274;15.883357789;808.7;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:40;47.418683160;15.883352715;809.3;11;0.8;0.96;1.25;dgps;;;0;0;SPEED
T;2017-09-26 16:47:41;47.418695855;15.883348894;809.5;11;0.8;0.96;1.25;dgps;;;0;0;SPEED
T;2017-09-26 16:47:42;47.418706917;15.883349434;809.7;11;0.7;0.94;1.20;dgps;;;0;0;SPEED
T;2017-09-26 16:47:43;47.418712224;15.883349531;809.6;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:47:44;47.418720129;15.883351870;809.6;11;0.7;0.94;1.20;dgps;;;0;0;SPEED
T;2017-09-26 16:47:47;47.418732712;15.883372146;809.9;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:47:48;47.418744123;15.883371602;810.2;11;0.8;0.71;1.06;dgps;;;0;0;SPEED
T;2017-09-26 16:47:49;47.418752993;15.883372316;810.3;10;0.8;1.03;1.32;dgps;;;0;0;SPEED
T;2017-09-26 16:47:50;47.418760602;15.883374149;810.3;11;0.7;0.94;1.20;dgps;;;0;0;SPEED
T;2017-09-26 16:47:51;47.418770286;15.883377175;811.2;9;0.8;0.73;1.12;dgps;;;0;0;SPEED
T;2017-09-26 16:47:52;47.418778812;15.883383436;810.7;8;0.9;0.75;1.21;dgps;;;0;0;SPEED
T;2017-09-26 16:47:53;47.418788924;15.883385011;810.8;10;0.8;1.05;1.33;dgps;;;0;0;SPEED
T;2017-09-26 16:47:54;47.418795533;15.883390193;810.6;9;0.9;1.05;1.37;dgps;;;0;0;SPEED
T;2017-09-26 16:47:55;47.418804822;15.883393719;810.4;9;0.9;1.05;1.37;dgps;;;0;0;SPEED
T;2017-09-26 16:47:56;47.418813101;15.883395307;810.3;9;0.9;1.05;1.37;dgps;;;0;0;SPEED
T;2017-09-26 16:47:57;47.418821425;15.883400633;810.3;10;0.8;1.05;1.33;dgps;;;0;0;SPEED
T;2017-09-26 16:47:58;47.418829212;15.883404891;810.2;8;0.9;0.77;1.22;dgps;;;0;0;SPEED
T;2017-09-26 16:47:59;47.418838505;15.883407615;810.2;10;0.8;1.05;1.34;dgps;;;0;0;SPEED
T;2017-09-26 16:48:00;47.418849463;15.883409707;810.1;10;0.8;1.05;1.33;dgps;;;0;0;SPEED
T;2017-09-26 16:48:01;47.418864896;15.883410812;810.4;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:48:02;47.418879888;15.883411879;810.7;9;0.9;1.05;1.37;dgps;;;0;0;SPEED
T;2017-09-26 16:48:03;47.418888257;15.883412679;810.8;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:48:04;47.418897434;15.883415281;810.9;11;0.7;0.93;1.18;dgps;;;0;0;SPEED
T;2017-09-26 16:48:05;47.418908310;15.883417562;811.1;11;0.7;0.98;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:48:06;47.418917528;15.883423163;811.1;11;0.7;0.98;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:48:07;47.418925505;15.883424803;811.2;10;0.8;1.04;1.34;dgps;;;0;0;SPEED
T;2017-09-26 16:48:08;47.418930782;15.883424508;811.3;10;0.8;1.04;1.34;dgps;;;0;0;SPEED
T;2017-09-26 16:48:09;47.418938882;15.883424758;811.2;9;0.9;1.05;1.37;dgps;;;0;0;SPEED
T;2017-09-26 16:48:10;47.418945751;15.883422996;811.1;12;0.7;0.93;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:48:11;47.418954202;15.883425639;811.0;10;0.8;0.98;1.25;dgps;;;0;0;SPEED
T;2017-09-26 16:48:12;47.418962579;15.883426566;810.9;10;0.8;0.70;1.04;dgps;;;0;0;SPEED
T;2017-09-26 16:48:13;47.418971591;15.883428732;810.9;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:48:14;47.418977636;15.883429622;810.9;11;0.7;0.98;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:48:15;47.418979988;15.883436199;810.8;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:48:16;47.418988024;15.883441486;810.6;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:48:17;47.418991404;15.883443287;810.1;11;0.7;0.98;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:48:18;47.418998081;15.883445128;810.3;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:48:19;47.419002730;15.883447391;810.6;12;0.7;0.68;0.97;dgps;;;0;0;SPEED
T;2017-09-26 16:48:25;47.419030193;15.883449329;810.8;10;0.8;0.73;1.10;dgps;;;0;0;SPEED
T;2017-09-26 16:48:26;47.419041685;15.883449042;810.6;9;0.9;0.75;1.17;dgps;;;0;0;SPEED
T;2017-09-26 16:48:27;47.419049972;15.883452370;810.3;9;0.9;1.12;1.45;dgps;;;0;0;SPEED
T;2017-09-26 16:48:28;47.419058965;15.883458087;810.3;11;0.7;0.70;1.02;dgps;;;0;0;SPEED
T;2017-09-26 16:48:29;47.419071060;15.883456826;810.1;9;0.9;1.20;1.52;dgps;;;0;0;SPEED
T;2017-09-26 16:48:30;47.419083789;15.883453139;809.7;10;0.8;1.05;1.34;dgps;;;0;0;SPEED
T;2017-09-26 16:48:31;47.419094760;15.883452726;809.6;8;1.0;1.20;1.55;dgps;;;0;0;SPEED
T;2017-09-26 16:48:32;47.419109446;15.883451007;809.8;8;1.0;1.26;1.62;dgps;;;0;0;SPEED
T;2017-09-26 16:48:33;47.419120523;15.883448978;809.6;8;0.9;1.15;1.49;dgps;;;0;0;SPEED
T;2017-09-26 16:48:34;47.419132217;15.883446317;809.6;8;1.2;1.22;1.71;dgps;;;0;0;SPEED
T;2017-09-26 16:48:35;47.419144374;15.883444894;809.6;11;0.8;1.02;1.29;dgps;;;0;0;SPEED
T;2017-09-26 16:48:36;47.419153342;15.883442318;809.2;11;0.8;1.02;1.29;dgps;;;0;0;SPEED
T;2017-09-26 16:48:37;47.419166262;15.883440563;809.3;11;0.7;0.98;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:48:38;47.419179120;15.883439873;809.6;12;0.7;0.92;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:48:39;47.419193810;15.883439377;809.7;11;0.8;1.02;1.29;dgps;;;0;0;SPEED
T;2017-09-26 16:48:40;47.419207015;15.883435577;809.8;10;0.8;1.07;1.34;dgps;;;0;0;SPEED
T;2017-09-26 16:48:41;47.419217511;15.883435209;809.9;10;0.8;0.97;1.27;dgps;;;0;0;SPEED
T;2017-09-26 16:48:42;47.419228639;15.883433212;810.3;12;0.7;0.92;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:48:43;47.419239625;15.883432099;810.4;10;0.8;0.97;1.27;dgps;;;0;0;SPEED
T;2017-09-26 16:48:44;47.419251805;15.883432603;810.6;9;0.9;1.07;1.38;dgps;;;0;0;SPEED
T;2017-09-26 16:48:45;47.419268277;15.883428590;811.2;10;0.8;0.97;1.27;dgps;;;0;0;SPEED
T;2017-09-26 16:48:46;47.419277212;15.883425256;811.2;11;0.8;0.70;1.03;dgps;;;0;0;SPEED
T;2017-09-26 16:48:47;47.419289129;15.883425118;811.4;11;0.8;0.97;1.23;dgps;;;0;0;SPEED
T;2017-09-26 16:48:48;47.419299604;15.883424263;811.8;9;0.9;1.07;1.38;dgps;;;0;0;SPEED
T;2017-09-26 16:48:49;47.419309759;15.883424750;812.0;9;0.9;1.07;1.38;dgps;;;0;0;SPEED
T;2017-09-26 16:48:50;47.419319169;15.883423168;812.2;10;0.8;0.97;1.27;dgps;;;0;0;SPEED
T;2017-09-26 16:48:51;47.419328936;15.883425740;812.7;9;0.9;1.06;1.40;dgps;;;0;0;SPEED
T;2017-09-26 16:48:52;47.419337902;15.883425761;812.7;12;0.7;0.92;1.16;dgps;;;0;0;SPEED
T;2017-09-26 16:48:53;47.419345043;15.883423601;812.7;8;1.0;1.11;1.50;dgps;;;0;0;SPEED
T;2017-09-26 16:48:54;47.419353014;15.883420721;812.8;10;0.8;0.97;1.27;dgps;;;0;0;SPEED
T;2017-09-26 16:48:55;47.419362416;15.883419643;813.0;9;1.0;0.99;1.39;dgps;;;0;0;SPEED
T;2017-09-26 16:48:56;47.419371698;15.883419746;813.3;10;0.8;0.97;1.27;dgps;;;0;0;SPEED
